,asset,scenario,chan,param,sharp_ratio,tot_pnl,std_pnl,num_days,max_drawdown,max_dd_period,profit_dd_ratio,all_profit,tot_cost,win_ratio,num_win,num_loss,profit_per_win,profit_per_loss
4,l,44,2,2,1.3213326863453514,2800.0,67.27847193249221,500,-640.0,117,4.375,1980.0,-555.0,0.43636363636363634,24,30,205.20833333333334,-98.16666666666667
5,l,2,0,2,1.319785050438255,3180.0,76.4987222704931,500,-650.0,47,4.892307692307693,2030.0,-835.0,0.43373493975903615,36,45,172.36111111111111,-92.77777777777777
6,l,74,3,11,1.2827709712847692,2485.0,61.50459112504463,500,-680.0,167,3.6544117647058822,2040.0,-425.0,0.4523809523809524,19,23,241.05263157894737,-110.43478260869566
7,l,68,3,5,1.2578257065646272,2650.0,66.88914946860415,500,-745.0,84,3.557046979865772,2345.0,-365.0,0.4444444444444444,16,20,314.375,-134.25
8,l,20,0,20,1.223940939365341,3235.0,83.91586766334113,500,-795.0,143,4.069182389937107,2210.0,-845.0,0.40476190476190477,34,48,204.7058823529412,-98.95833333333333
9,l,18,0,18,1.220820906892508,3085.0,80.22938744137609,500,-720.0,52,4.284722222222222,1950.0,-1005.0,0.41,41,59,170.0,-85.08474576271186
0,pp,14,0,14,1.9621947254838186,2994.0,60.706761694885806,399,-517.0,43,5.79110251450677,2094.0,-211.0,0.49523809523809526,52,53,106.0576923076923,-64.54716981132076
1,pp,77,3,14,1.8506099989721696,2558.0,54.99370890193437,399,-376.0,22,6.803191489361702,1672.0,-147.0,0.4794520547945205,35,38,113.34285714285714,-60.39473684210526
2,pp,15,0,15,1.785305938938737,2867.0,63.891401968107644,399,-686.0,72,4.179300291545189,2008.0,-187.0,0.46236559139784944,43,50,125.18604651162791,-67.5
3,pp,35,1,14,1.630629460499572,2288.0,55.82492013012799,399,-462.0,146,4.9523809523809526,1410.0,-171.0,0.5176470588235295,44,41,101.27272727272727,-74.29268292682927
4,pp,71,3,8,1.6047985405637473,2396.0,59.40098788527067,399,-376.0,22,6.372340425531915,1439.0,-107.0,0.4716981132075472,25,27,143.32,-79.4074074074074
5,pp,78,3,15,1.5925849092669009,2349.0,58.68239026031056,399,-421.0,107,5.57957244655582,1533.0,-131.0,0.4153846153846154,27,38,146.03703703703704,-63.421052631578945
6,pp,36,1,15,1.5751313855725273,2338.0,59.05478549045634,399,-548.0,107,4.266423357664234,1548.0,-147.0,0.4931506849315068,36,36,124.33333333333333,-81.33333333333333
7,pp,64,3,1,1.5670175995751074,2351.0,59.69062546690324,399,-429.0,77,5.480186480186481,1420.0,-101.0,0.44,22,27,157.5,-75.74074074074075
8,pp,66,3,3,1.5506370237710365,2413.0,61.91195919653167,399,-418.0,77,5.7727272727272725,1726.0,-77.0,0.5263157894736842,20,18,179.3,-103.33333333333333
9,pp,79,3,16,1.5245485219085175,2245.0,58.58716305097717,399,-416.0,107,5.396634615384615,1384.0,-123.0,0.4262295081967213,26,35,141.19230769230768,-65.34285714285714
0,a,25,1,4,0.5028615257232356,374.0,23.613124640983482,500,-511.0,280,0.7318982387475538,120.0,-103.0,0.5098039215686274,26,25,45.19230769230769,-42.2
1,a,32,1,11,0.5007825134171637,360.0,22.823571825236368,500,-431.0,316,0.8352668213457076,136.0,-114.0,0.45614035087719296,26,29,45.0,-35.6551724137931
2,a,4,0,4,0.44375080035705355,364.0,26.043089313712457,500,-563.0,93,0.6465364120781527,85.0,-129.0,0.4375,28,36,54.464285714285715,-40.0
3,a,33,1,12,0.3483649012010177,254.0,23.148859050732963,500,-450.0,280,0.5644444444444444,102.0,-106.0,0.49056603773584906,26,25,38.92307692307692,-36.4
4,a,26,1,5,0.3437572573427122,270.0,24.936882246832397,500,-498.0,280,0.5421686746987951,101.0,-91.0,0.5333333333333333,24,20,46.125,-50.3
5,a,74,3,11,0.3113118061634044,208.0,21.212800612357608,500,-273.0,75,0.7619047619047619,-1.0,-98.0,0.40816326530612246,20,29,51.5,-35.55172413793103
6,a,34,1,13,0.2842256297237727,208.0,23.23434124795564,500,-532.0,283,0.39097744360902253,52.0,-98.0,0.4897959183673469,24,23,39.166666666666664,-38.608695652173914
7,a,46,2,4,0.27250446750806917,193.0,22.48609020049973,500,-609.0,403,0.3169129720853859,-66.0,-101.0,0.48,24,26,40.875,-40.26923076923077
8,a,53,2,11,0.2695740447466922,186.0,21.906103504308632,500,-538.0,403,0.34572490706319703,-49.0,-112.0,0.42857142857142855,24,31,40.625,-33.03225806451613
9,a,5,0,5,0.2457252720683894,211.0,27.262325373480873,500,-614.0,93,0.34364820846905536,6.0,-115.0,0.47368421052631576,27,30,52.81481481481482,-47.333333333333336
0,rb,23,1,2,2.3810668476018524,1334.0,17.787483383836527,500,-141.0,183,9.460992907801419,1154.0,-131.0,0.49230769230769234,32,33,51.9375,-15.393939393939394
1,rb,2,0,2,2.2023331280396072,1337.0,19.274302100021306,500,-167.0,53,8.005988023952096,1124.0,-163.0,0.48148148148148145,39,41,49.02564102564103,-19.21951219512195
2,rb,10,0,10,2.1147790164165317,1320.0,19.817059107327875,500,-163.0,183,8.098159509202453,1126.0,-155.0,0.5064935064935064,39,38,49.56410256410256,-21.236842105263158
3,rb,1,0,1,2.1136369897375187,1266.0,19.01663062903,500,-141.0,23,8.97872340425532,996.0,-183.0,0.46153846153846156,42,47,46.714285714285715,-20.5531914893617
4,rb,31,1,10,2.0944704161053664,1208.0,18.311459885171704,500,-245.0,183,4.930612244897959,1044.0,-129.0,0.5,32,32,52.25,-19.625
5,rb,44,2,2,2.070906050006184,1093.0,16.756759291817968,500,-149.0,183,7.3355704697986575,924.0,-121.0,0.48333333333333334,29,31,49.793103448275865,-16.774193548387096
6,rb,30,1,9,2.0470870878084675,1152.0,17.86678561062712,500,-255.0,183,4.517647058823529,965.0,-147.0,0.4794520547945205,35,38,49.17142857142857,-19.894736842105264
7,rb,22,1,1,2.010539465209131,1121.0,17.702038309772163,500,-147.0,158,7.625850340136054,891.0,-155.0,0.45454545454545453,35,41,48.22857142857143,-19.4390243902439
8,rb,24,1,3,1.9759345138504152,1154.0,18.542296770871676,500,-226.0,183,5.106194690265487,1020.0,-123.0,0.4918032786885246,30,31,53.0,-18.387096774193548
9,rb,9,0,9,1.9354729870688598,1166.0,19.126772934443792,500,-287.0,183,4.062717770034843,941.0,-179.0,0.4943820224719101,44,45,44.43181818181818,-22.533333333333335
0,SR,11,0,11,1.60858718491796,1909.0,37.67832518009198,500,-533.0,58,3.5816135084427767,1695.0,-137.0,0.6176470588235294,42,26,73.80952380952381,-54.03846153846154
1,SR,10,0,10,1.5164750236158202,1825.0,38.20831389241093,500,-414.0,47,4.408212560386473,1488.0,-159.0,0.5822784810126582,46,33,70.82608695652173,-53.63636363636363
2,SR,32,1,11,1.4957877046814068,1582.0,33.578924824728524,500,-388.0,102,4.077319587628866,1404.0,-107.0,0.5849056603773585,31,21,81.03225806451613,-52.76190476190476
3,SR,31,1,10,1.438954265595762,1534.0,33.8461001148725,500,-356.0,94,4.308988764044944,1253.0,-123.0,0.5737704918032787,35,26,73.8,-51.15384615384615
4,SR,12,0,12,1.4087806395872078,1731.0,39.010719404503604,500,-450.0,8,3.8466666666666667,1540.0,-127.0,0.5714285714285714,36,27,76.0,-44.2962962962963
5,SR,22,1,1,1.3796692613432078,1475.0,33.942771298862645,500,-320.0,94,4.609375,1201.0,-137.0,0.5147058823529411,35,31,77.37142857142857,-48.61290322580645
