,asset,scenario,chan,param,sharp_ratio,tot_pnl,std_pnl,num_days,max_drawdown,max_dd_period,profit_dd_ratio,all_profit,tot_cost,win_ratio,num_win,num_loss,profit_per_win,profit_per_loss
6,jd,1,0,1,0.4309609281131735,182.0,26.290181242564064,255,-229.0,76,0.7947598253275109,74.0,-85.0,0.38095238095238093,16,26,57.25,-32.38461538461539
7,jd,8,0,8,0.4245011211664336,180.0,26.396950221753396,255,-258.0,39,0.6976744186046512,3.0,-95.0,0.40425531914893614,19,28,52.473684210526315,-35.5
8,jd,7,0,7,0.41213439904050875,173.0,26.131679824364646,255,-277.0,148,0.6245487364620939,-27.0,-105.0,0.36538461538461536,19,33,51.73684210526316,-30.606060606060606
9,jd,22,1,1,0.31982034005925347,126.0,24.5258774776581,255,-288.0,125,0.4375,30.0,-73.0,0.3333333333333333,12,24,64.58333333333333,-31.041666666666668
0,cs,13,0,13,2.3147945071365843,485.0,17.32320868426729,192,-154.0,114,3.1493506493506493,463.0,-34.0,0.4117647058823529,7,10,96.42857142857143,-21.2
1,cs,6,0,6,2.1321559755382262,458.0,17.760105768084344,192,-167.0,114,2.7425149700598803,414.0,-34.0,0.29411764705882354,5,12,130.4,-19.833333333333332
2,cs,4,0,4,1.826231401444389,387.0,17.520810830916897,192,-243.0,114,1.5925925925925926,349.0,-42.0,0.3333333333333333,7,14,87.42857142857143,-18.785714285714285
3,cs,12,0,12,1.7897451803317732,372.0,17.185049206515718,192,-252.0,114,1.4761904761904763,335.0,-42.0,0.2857142857142857,6,15,104.0,-19.266666666666666
4,cs,11,0,11,1.730988795191223,356.0,17.004144346493003,192,-257.0,114,1.3852140077821011,326.0,-44.0,0.3181818181818182,7,15,86.71428571428571,-18.733333333333334
5,cs,34,1,13,1.6608758990644492,330.0,16.427663506179183,192,-217.0,114,1.5207373271889402,310.0,-32.0,0.375,6,10,91.0,-23.6
6,cs,27,1,6,1.5621646886164813,316.0,16.72473740262419,192,-203.0,157,1.5566502463054188,279.0,-30.0,0.3333333333333333,5,10,101.6,-22.9
7,cs,5,0,5,1.5364496454210876,333.0,17.919461052835373,192,-272.0,114,1.224264705882353,305.0,-42.0,0.3333333333333333,7,14,85.42857142857143,-20.928571428571427
8,cs,33,1,12,1.4386533722376538,281.0,16.149132340439845,192,-251.0,114,1.1195219123505975,257.0,-38.0,0.2631578947368421,5,14,107.8,-20.142857142857142
9,cs,25,1,4,1.373115987668249,285.0,17.160766334229088,192,-243.0,157,1.1728395061728396,254.0,-38.0,0.3157894736842105,6,13,86.83333333333333,-20.53846153846154
0,IF,38,1,17,2.2249067514172114,2537.800000000003,71.00773652852509,255,-302.2000000000007,28,8.397749834546648,2533.8000000000034,-27.999999999999975,0.4857142857142857,17,18,199.25882352941187,-47.42222222222214
1,IF,22,1,1,2.1183824355818923,2336.399999999998,68.65986112624283,255,-364.7999999999993,94,6.404605263157902,2205.8000000000006,-25.599999999999984,0.46875,15,17,206.67999999999998,-52.61176470588231
2,IF,39,1,18,2.0467018801744996,2380.8000000000015,72.41498003832432,255,-375.60000000000036,66,6.338658146964854,2356.6000000000045,-25.599999999999984,0.5,16,16,207.60000000000025,-60.31249999999997
