,asset,scenario,rsi_trigger,rsi_len,atr_period,atrma_period,stoploss,sharp_ratio,tot_pnl,std_pnl,num_days,max_drawdown,max_dd_period,profit_dd_ratio,all_profit,tot_cost,win_ratio,num_win,num_loss,profit_per_win,profit_per_loss
16,hc,272,3,0,1,0,6,1.00692846879,1329.0,50.1245341944,418,-536.0,199,2.47947761194,1329.0,40.0,0.6,12,8,196.583333333,-128.75
17,hc,38,0,1,0,1,3,0.937504468063,1304.0,52.8236289676,418,-454.0,34,2.87224669604,1304.0,168.0,0.47619047619,40,44,93.3,-55.1818181818
18,hc,87,1,0,0,0,3,0.934332725481,1317.0,53.5313508802,418,-465.0,23,2.83225806452,1317.0,186.0,0.451612903226,42,51,96.619047619,-53.7450980392
19,hc,21,0,0,1,1,0,0.932354914461,576.0,23.4620095754,418,-227.0,73,2.53744493392,576.0,1166.0,0.370497427101,216,367,23.3888888889,-12.1961852861
20,hc,188,2,0,1,0,6,0.905763233723,1461.0,61.2575349534,418,-1000.0,158,1.461,1461.0,64.0,0.40625,13,19,291.0,-122.210526316
21,hc,108,1,0,1,1,3,0.903561675257,1282.0,53.8833032605,418,-359.0,23,3.57103064067,1282.0,178.0,0.460674157303,41,48,94.2682926829,-53.8125
22,hc,25,0,0,1,1,4,0.882455921589,1503.0,64.6829691974,418,-538.0,4,2.7936802974,1503.0,154.0,0.480519480519,37,40,127.432432432,-80.3
23,hc,55,0,1,1,1,6,0.871513024821,1544.0,67.2817691505,418,-872.0,148,1.77064220183,1544.0,76.0,0.394736842105,15,23,254.2,-98.652173913
24,hc,73,0,2,1,0,3,0.871079776732,1055.0,45.9958360321,418,-390.0,14,2.70512820513,1055.0,124.0,0.467741935484,29,33,96.6206896552,-52.9393939394
25,hc,14,0,0,1,0,0,0.87051610717,562.0,24.5179126191,418,-220.0,37,2.55454545455,562.0,1146.0,0.378708551483,217,356,23.3778801843,-12.6713483146
26,hc,45,0,1,1,0,3,0.863095519826,1186.0,52.1854959728,418,-562.0,61,2.1103202847,1186.0,166.0,0.44578313253,37,46,103.540540541,-57.5
27,hc,146,1,2,0,0,6,0.86145789734,1183.0,52.152445335,418,-904.0,214,1.30862831858,1183.0,40.0,0.5,10,10,272.8,-154.5
28,hc,94,1,0,0,1,3,0.840936713169,1201.0,54.2380020196,418,-412.0,23,2.91504854369,1201.0,184.0,0.45652173913,42,50,92.2142857143,-53.44
29,hc,7,0,0,0,1,0,0.837411381565,518.0,23.4917239652,418,-204.0,29,2.53921568627,518.0,1214.0,0.375617792422,228,379,22.6535087719,-12.2612137203
0,i,265,3,0,0,1,6,1.14686654711,345.0,11.4243157729,418,-147.0,105,2.34693877551,345.0,23.0,0.521739130435,12,11,46.375,-19.2272727273
1,i,13,0,0,0,1,6,1.09076653629,401.5,13.9790523898,418,-146.0,33,2.75,401.5,40.0,0.525,21,19,42.0952380952,-25.3947368421
2,i,315,3,2,0,1,0,1.0775080044,7.0,0.246718390712,418,0.0,0,0.0,7.0,5.0,0.6,3,2,3.33333333333,-1.5
3,i,329,3,2,1,1,0,1.06879460655,7.5,0.266496186312,418,0.0,0,0.0,7.5,5.0,0.6,3,2,3.33333333333,-1.25
4,i,31,0,1,0,0,3,1.06456530648,297.0,10.5951748762,418,-86.0,28,3.45348837209,297.0,82.0,0.512195121951,42,40,18.869047619,-12.3875
5,i,322,3,2,1,0,0,1.04701524821,7.0,0.253903695558,418,0.0,0,0.0,7.0,5.0,0.6,3,2,3.5,-1.75
6,i,12,0,0,0,1,5,0.995285991267,362.5,13.8319722234,418,-157.0,46,2.30891719745,362.5,52.0,0.538461538462,28,24,31.9821428571,-22.2083333333
7,i,308,3,2,0,0,0,0.988634559539,9.5,0.364931881259,418,0.0,0,0.0,9.5,4.0,0.5,2,2,6.5,-1.75
8,i,279,3,0,1,1,6,0.98159476461,298.5,11.5487795324,418,-146.5,105,2.03754266212,298.5,24.0,0.5,12,12,46.0416666667,-21.1666666667
9,i,272,3,0,1,0,6,0.959725746983,269.5,10.6643800106,418,-205.5,105,1.31143552311,269.5,23.0,0.521739130435,12,11,43.875,-23.3636363636
10,i,27,0,0,1,1,6,0.958104645787,353.5,14.0120107137,418,-158.0,33,2.23734177215,353.5,40.0,0.475,19,21,44.3947368421,-23.3333333333
11,i,45,0,1,1,0,3,0.938186781048,263.0,10.6460972148,418,-87.5,28,3.00571428571,263.0,81.0,0.518518518519,42,39,18.5238095238,-13.2051282051
12,i,97,1,0,0,1,6,0.918735878325,335.5,13.8683833019,418,-162.0,33,2.07098765432,335.5,39.0,0.487179487179,19,20,44.8157894737,-25.8
13,i,328,3,2,1,0,6,0.918277135898,76.0,3.14314061049,418,-50.0,219,1.52,76.0,3.0,0.666666666667,2,1,38.25,-0.5
14,i,26,0,0,1,1,5,0.91240285142,330.5,13.7565274336,418,-161.0,46,2.05279503106,330.5,51.0,0.509803921569,26,25,33.2307692308,-21.34
15,i,334,3,2,1,1,5,0.901860409786,58.5,2.46343173662,418,-30.0,230,1.95,58.5,3.0,0.666666666667,2,1,38.25,-18.0
16,i,69,0,2,0,1,6,0.888939744483,312.0,13.3292667315,418,-122.5,33,2.54693877551,312.0,36.0,0.527777777778,19,17,41.3157894737,-27.8235294118
17,i,222,2,1,1,1,5,0.861158090556,200.0,8.82005103659,418,-89.5,17,2.23463687151,200.0,18.0,0.5,9,9,42.7777777778,-20.5555555556
18,i,314,3,2,0,0,6,0.851578864297,55.0,2.45279811727,418,-33.5,230,1.64179104478,55.0,3.0,0.666666666667,2,1,38.25,-21.5
19,i,335,3,2,1,1,6,0.83989191373,69.5,3.14257313271,418,-56.5,219,1.23008849558,69.5,3.0,0.666666666667,2,1,38.25,-7.0
20,i,321,3,2,0,1,6,0.83989191373,69.5,3.14257313271,418,-56.5,219,1.23008849558,69.5,3.0,0.666666666667,2,1,38.25,-7.0
21,i,223,2,1,1,1,6,0.834955717036,220.5,10.0292657624,418,-93.0,30,2.37096774194,220.5,17.0,0.470588235294,8,9,47.5625,-17.7777777778
22,i,11,0,0,0,1,4,0.827294032194,293.0,13.4502921453,418,-205.5,42,1.42579075426,293.0,77.0,0.467532467532,36,41,29.0694444444,-18.3780487805
23,i,41,0,1,0,1,6,0.796974729941,289.5,13.7952001358,418,-154.0,33,1.87987012987,289.5,39.0,0.487179487179,19,20,43.6052631579,-26.95
24,i,209,2,1,0,1,6,0.786429798962,207.5,10.0203324013,418,-94.0,30,2.20744680851,207.5,18.0,0.444444444444,8,10,47.875,-17.55
25,i,216,2,1,1,0,6,0.763764413001,186.5,9.27349422523,418,-124.0,129,1.50403225806,186.5,17.0,0.470588235294,8,9,48.1875,-22.1111111111
26,i,83,0,2,1,1,6,0.746649560202,263.5,13.4025610619,418,-128.0,147,2.05859375,263.5,37.0,0.486486486486,18,19,42.8333333333,-26.7105263158
27,i,125,1,1,0,1,6,0.743206350231,260.0,13.2858065583,418,-128.0,33,2.03125,260.0,35.0,0.485714285714,17,18,44.6470588235,-27.7222222222
28,i,3,0,0,0,0,3,0.742510393348,258.5,13.2215386514,418,-201.0,42,1.28606965174,258.5,116.0,0.448275862069,52,64,22.9230769231,-14.5859375
29,i,89,1,0,0,0,5,0.738826257582,267.5,13.7500872288,418,-143.0,64,1.87062937063,267.5,52.0,0.480769230769,25,27,33.6,-21.2037037037
0,j,307,3,1,1,1,6,2.53202328935,991.5,14.8713026166,418,-115.5,167,8.58441558442,991.5,8.0,0.875,7,1,144.928571429,-23.0
1,j,292,3,1,0,1,5,2.44379808286,908.0,14.1105686947,418,-73.0,167,12.4383561644,908.0,9.0,0.777777777778,7,2,136.928571429,-25.25
2,j,306,3,1,1,1,5,2.39393521793,892.5,14.1585839296,418,-80.0,167,11.15625,892.5,9.0,0.777777777778,7,2,135.642857143,-28.5
3,j,293,3,1,0,1,6,2.23343093404,849.5,14.4449101501,418,-107.5,167,7.9023255814,849.5,9.0,0.777777777778,7,2,130.642857143,-32.5
4,j,286,3,1,0,0,6,2.21472433002,848.0,14.5411972022,418,-116.5,167,7.27896995708,848.0,9.0,0.777777777778,7,2,129.928571429,-30.75
5,j,300,3,1,1,0,6,2.19482903349,840.0,14.5345830642,418,-116.0,167,7.24137931034,840.0,9.0,0.777777777778,7,2,129.642857143,-33.75
6,j,251,2,2,1,1,6,2.19041916884,990.5,17.1732003681,418,-200.0,155,4.9525,990.5,9.0,0.777777777778,7,2,151.714285714,-35.75
7,j,285,3,1,0,0,5,2.15280535646,820.0,14.4654875438,418,-111.5,176,7.35426008969,820.0,9.0,0.777777777778,7,2,124.0,-24.0
8,j,299,3,1,1,0,5,2.12879418562,815.0,14.5394481154,418,-113.5,176,7.18061674009,815.0,9.0,0.777777777778,7,2,123.142857143,-23.5
9,j,236,2,2,0,1,5,2.09788019593,934.0,16.9079198961,418,-167.0,155,5.59281437126,934.0,10.0,0.7,7,3,145.0,-27.0
10,j,250,2,2,1,1,5,2.08684766047,924.5,16.8244221654,418,-163.0,155,5.6717791411,924.5,10.0,0.7,7,3,143.714285714,-27.1666666667
11,j,291,3,1,0,1,4,2.08453490125,750.0,13.6639442413,418,-105.5,101,7.10900473934,750.0,9.0,0.555555555556,5,4,170.1,-25.125
12,j,305,3,1,1,1,4,2.06628571731,744.5,13.6835353018,418,-104.5,101,7.12440191388,744.5,9.0,0.555555555556,5,4,168.7,-24.75
13,j,249,2,2,1,1,4,1.96404225421,814.0,15.7397404524,418,-121.0,155,6.72727272727,814.0,10.0,0.7,7,3,128.714285714,-29.0
14,j,235,2,2,0,1,4,1.95949585938,815.0,15.7956407318,418,-124.0,155,6.57258064516,815.0,10.0,0.7,7,3,128.714285714,-28.6666666667
15,j,45,0,1,1,0,3,1.94200336656,1625.5,31.7878374835,418,-266.0,63,6.11090225564,1625.5,80.0,0.5,40,40,72.925,-32.2875
16,j,237,2,2,0,1,6,1.94198497664,860.5,16.8278641538,418,-194.5,155,4.42416452442,860.5,10.0,0.7,7,3,138.714285714,-36.8333333333
17,j,31,0,1,0,0,3,1.94052451374,1591.5,31.1466611569,418,-247.5,63,6.4303030303,1591.5,82.0,0.5,41,41,68.3658536585,-29.5487804878
18,j,15,0,0,1,0,1,1.8581290662,1027.5,21.0005148586,418,-158.0,20,6.50316455696,1027.5,340.0,0.420588235294,143,197,22.0874125874,-10.8172588832
19,j,8,0,0,0,1,1,1.80046925809,962.0,20.2914625193,418,-136.5,16,7.04761904762,962.0,341.0,0.41935483871,143,198,21.2272727273,-10.4722222222
20,j,46,0,1,1,0,4,1.74325919922,1675.0,36.4902496247,418,-437.5,70,3.82857142857,1675.0,64.0,0.484375,31,33,97.7741935484,-41.0909090909
21,j,109,1,0,1,1,4,1.73227041961,1661.0,36.4148002208,418,-394.5,70,4.21039290241,1661.0,65.0,0.415384615385,27,38,119.611111111,-41.2763157895
22,j,53,0,1,1,1,4,1.72996289848,1631.0,35.8047924417,418,-440.5,129,3.70261066969,1631.0,63.0,0.444444444444,28,35,107.928571429,-39.7428571429
23,j,3,0,0,0,0,3,1.71239122528,1618.0,35.8838896246,418,-385.5,65,4.19714656291,1618.0,119.0,0.428571428571,51,68,74.9509803922,-32.4191176471
24,j,95,1,0,0,1,4,1.70923838052,1641.5,36.4722234089,418,-482.0,70,3.40560165975,1641.5,66.0,0.424242424242,28,38,115.767857143,-42.1052631579
25,j,229,2,2,0,0,5,1.69710869298,897.0,20.0727452862,418,-149.0,155,6.02013422819,897.0,11.0,0.727272727273,8,3,119.5,-19.6666666667
26,j,38,0,1,0,1,3,1.6936531476,1426.0,31.9756248921,418,-374.5,70,3.80774365821,1426.0,82.0,0.475609756098,39,43,71.8333333333,-31.988372093
27,j,52,0,1,1,1,3,1.6917262027,1419.5,31.8661289658,418,-359.5,25,3.94853963839,1419.5,82.0,0.463414634146,38,44,73.4078947368,-31.1363636364
28,j,39,0,1,0,1,4,1.67320157076,1579.0,35.8391627163,418,-520.0,129,3.03653846154,1579.0,64.0,0.46875,30,34,100.65,-42.3676470588
29,j,110,1,0,1,1,5,1.67050300644,1744.5,39.6595425733,418,-410.5,18,4.2496954933,1744.5,47.0,0.510638297872,24,23,122.8125,-52.3043478261
0,jm,201,2,1,0,0,5,1.02849138796,445.0,16.43173189,418,-191.5,232,2.32375979112,445.0,13.0,0.461538461538,6,7,111.5,-32.0
1,jm,208,2,1,0,1,5,0.958041639185,419.5,16.629208118,418,-220.0,232,1.90681818182,419.5,13.0,0.384615384615,5,8,128.6,-27.9375
2,jm,229,2,2,0,0,5,0.949285353294,356.5,14.2622072376,418,-163.0,232,2.18711656442,356.5,8.0,0.5,4,4,107.25,-18.125
3,jm,215,2,1,1,0,5,0.948188056782,418.0,16.741940328,418,-214.0,232,1.95327102804,418.0,13.0,0.384615384615,5,8,129.3,-28.5625
4,jm,222,2,1,1,1,5,0.915458908057,401.5,16.6559988894,418,-232.5,232,1.72688172043,401.5,13.0,0.307692307692,4,9,158.5,-25.8333333333
5,jm,243,2,2,1,0,5,0.864609128712,332.5,14.6048069814,418,-182.0,232,1.82692307692,332.5,8.0,0.5,4,4,102.125,-19.0
6,jm,236,2,2,0,1,5,0.858421507197,327.0,14.4667558205,418,-183.0,232,1.7868852459,327.0,8.0,0.5,4,4,101.25,-19.5
7,jm,257,3,0,0,0,5,0.853083532171,392.5,17.4731856493,418,-294.0,182,1.33503401361,392.5,15.0,0.466666666667,7,8,105.785714286,-43.5
8,jm,200,2,1,0,0,4,0.837972648965,303.0,13.7320941832,418,-120.5,282,2.51452282158,303.0,14.0,0.428571428571,6,8,81.0,-22.875
9,jm,250,2,2,1,1,5,0.823752408658,314.0,14.476278819,418,-194.5,232,1.61439588689,314.0,8.0,0.375,3,5,133.0,-17.0
10,jm,223,2,1,1,1,6,0.822243145632,398.0,18.382594146,418,-277.5,288,1.43423423423,398.0,13.0,0.384615384615,5,8,137.4,-36.125
11,jm,209,2,1,0,1,6,0.80117173243,391.0,18.5342547591,418,-287.5,288,1.36,391.0,13.0,0.307692307692,4,9,170.375,-32.2777777778
12,jm,202,2,1,0,0,6,0.784222133352,372.5,18.0389464915,418,-295.0,289,1.26271186441,372.5,13.0,0.307692307692,4,9,170.375,-34.3333333333
13,jm,197,2,1,0,0,1,0.771099415473,73.0,3.59531109382,418,-22.0,287,3.31818181818,73.0,21.0,0.428571428571,9,12,15.5555555556,-5.58333333333
14,jm,251,2,2,1,1,6,0.770044914703,319.5,15.7571908046,418,-222.5,232,1.43595505618,319.5,8.0,0.5,4,4,114.25,-34.375
15,jm,271,3,0,1,0,5,0.767355197922,359.5,17.7920685856,418,-306.0,232,1.17483660131,359.5,15.0,0.4,6,9,119.5,-39.7222222222
16,jm,230,2,2,0,0,6,0.767299271879,311.5,15.4176170241,418,-235.0,232,1.32553191489,311.5,8.0,0.375,3,5,149.833333333,-27.6
17,jm,216,2,1,1,0,6,0.764853340697,371.0,18.4212768828,418,-298.0,289,1.24496644295,371.0,13.0,0.384615384615,5,8,136.6,-39.0
18,jm,116,1,1,0,0,4,0.75608513964,422.5,21.2216916285,418,-309.5,144,1.36510500808,422.5,34.0,0.588235294118,20,14,47.875,-38.2142857143
19,jm,214,2,1,1,0,4,0.752155659876,276.5,13.9608350674,418,-136.0,282,2.03308823529,276.5,14.0,0.428571428571,6,8,76.9166666667,-23.125
20,jm,264,3,0,0,1,5,0.749022262933,350.0,17.7458704487,418,-323.5,182,1.08191653787,350.0,15.0,0.4,6,9,119.0,-40.4444444444
21,jm,244,2,2,1,0,6,0.747092383571,311.5,15.8346231026,418,-234.5,232,1.32835820896,311.5,8.0,0.5,4,4,113.25,-35.375
22,jm,237,2,2,0,1,6,0.7442808558,311.0,15.8689257945,418,-235.0,232,1.32340425532,311.0,8.0,0.375,3,5,149.666666667,-27.6
23,jm,207,2,1,0,1,4,0.735984761703,273.0,14.0869772469,418,-140.0,282,1.95,273.0,14.0,0.357142857143,5,9,88.7,-18.9444444444
24,jm,278,3,0,1,1,5,0.713525362293,334.0,17.7771051273,418,-333.5,232,1.00149925037,334.0,15.0,0.333333333333,5,10,140.7,-36.95
25,jm,218,2,1,1,1,1,0.712602525935,64.0,3.41080275541,418,-26.5,188,2.41509433962,64.0,27.0,0.444444444444,12,15,12.875,-6.03333333333
26,jm,335,3,2,1,1,6,0.712385292637,274.0,14.6069521525,418,-123.5,4,2.21862348178,274.0,3.0,0.666666666667,2,1,138.5,-3.0
27,jm,211,2,1,1,0,1,0.71190581212,64.0,3.41414077198,418,-19.0,1,3.36842105263,64.0,23.0,0.478260869565,11,12,13.3181818182,-6.875
28,jm,130,1,1,1,0,4,0.710326028663,404.0,21.5996953027,418,-341.0,144,1.18475073314,404.0,33.0,0.545454545455,18,15,53.5555555556,-37.3333333333
29,jm,321,3,2,0,1,6,0.679111762282,263.5,14.7354483875,418,-137.0,3,1.92335766423,263.5,3.0,0.666666666667,2,1,140.0,-16.5
0,ZC,12,0,0,0,1,5,1.12906098924,222.4,7.48068502977,418,-48.0,32,4.63333333333,222.4,22.4,0.482142857143,27,29,17.762962963,-8.86896551724
1,ZC,295,3,1,1,0,1,1.07611045571,33.6,1.1857862631,418,-4.0,25,8.4,33.6,3.2,0.625,5,3,8.72,-3.33333333333
2,ZC,281,3,1,0,0,1,1.03731362326,31.8,1.1642360074,418,-4.0,1,7.95,31.8,3.2,0.625,5,3,8.4,-3.4
3,ZC,237,2,2,0,1,6,1.0182630222,88.8,3.31189821863,418,-47.2,317,1.8813559322,88.8,2.8,0.571428571429,4,3,29.55,-9.8
4,ZC,251,2,2,1,1,6,0.974977324792,85.6,3.33428898673,418,-52.2,317,1.63984674329,85.6,2.8,0.571428571429,4,3,29.05,-10.2
5,ZC,238,2,2,1,0,0,0.946675202546,29.6,1.18744826816,418,-5.0,8,5.92,29.6,7.6,0.421052631579,8,11,6.15,-1.78181818182
6,ZC,288,3,1,0,1,1,0.929007924064,28.6,1.1691509944,418,-3.8,25,7.52631578947,28.6,3.6,0.555555555556,5,4,8.52,-3.5
7,ZC,293,3,1,0,1,6,0.903357009862,77.8,3.27072602532,418,-47.2,317,1.64830508475,77.8,2.4,0.5,3,3,36.3333333333,-10.4
8,ZC,245,2,2,1,1,0,0.901682719637,27.4,1.15403984762,418,-6.0,8,4.56666666667,27.4,8.4,0.428571428571,9,12,5.35555555556,-1.73333333333
9,ZC,231,2,2,0,1,0,0.894146761507,27.2,1.15527156674,418,-6.0,8,4.53333333333,27.2,8.4,0.428571428571,9,12,5.33333333333,-1.73333333333
10,ZC,26,0,0,1,1,5,0.888222152648,180.0,7.69617427123,418,-55.8,51,3.22580645161,180.0,22.4,0.428571428571,24,32,19.6916666667,-9.14375
11,ZC,302,3,1,1,1,1,0.885703024481,27.6,1.1834364541,418,-4.6,26,6.0,27.6,4.0,0.6,6,4,6.93333333333,-3.5
12,ZC,239,2,2,1,0,1,0.884814851644,30.6,1.31338790162,418,-9.8,8,3.12244897959,30.6,4.4,0.454545454545,5,6,10.56,-3.7
13,ZC,224,2,2,0,0,0,0.870782569826,27.8,1.21243665362,418,-5.4,8,5.14814814815,27.8,7.6,0.368421052632,7,12,7.14285714286,-1.85
14,ZC,307,3,1,1,1,6,0.860254302101,74.6,3.29333540378,418,-52.2,317,1.42911877395,74.6,2.4,0.5,3,3,35.6666666667,-10.8
15,ZC,244,2,2,1,0,6,0.845750091595,75.8,3.40369895058,418,-50.2,317,1.50996015936,75.8,2.8,0.571428571429,4,3,29.05,-13.4666666667
16,ZC,294,3,1,1,0,0,0.843641417327,24.2,1.08938517781,418,-6.6,268,3.66666666667,24.2,5.2,0.461538461538,6,7,6.16666666667,-1.82857142857
17,ZC,116,1,1,0,0,4,0.840619282699,118.6,5.35808167871,418,-77.2,55,1.53626943005,118.6,19.6,0.510204081633,25,24,12.728,-8.31666666667
